Bruh this is the most twitter activity I've had in AWHILE lmao #sad,0
Life RT @DeeezNutz4Lyfe: I have the best advice but I just can't take my own lol #sad,0
"RT @LifeQuoties: lol i literally cry at everything and it's so annoying. like i cry when i'm #sad, #angry, #stressed, #tired, and even when i'm…",0
"RT @HYSHO: How do you respond to a friend who is #depressed? ACT: Acknowledge, Care, and Treatment. Learn more https://t.co/hJxr9gFP0M #Sto…",0
"Depression is real and happens to millions. You are not alone, I promise it gets better, keep your faith 💗https://t.co/CgeQ6fxBC0 #depress",0
RT @AsaSoltan: Wow. @KellyannePolls is a master spinster. How does she sleep at night? #sad,0
"@CNN What's with those hand gestures, lol @realDonaldTrump @GOP #noclue #sad #loser #whinylittlebitch",0
"""My Child Won't Talk to Me""...here's what you can do to change it all. #behavior #angry #kids #sad #coping https://t.co/Wmru9GcdVB",0
Feeling #Depressed ? Or suffering from low self esteem? These motivational quotes can help you in that https://t.co/V0Kz45hi31,0
I really love my #Note7. It is such an awesome device!! And mine doesn't heat up at all! #sad,0
BEST DAY EVER TODAY! EVERYTHING HAS JUST GONE MY WAY! COULDN'T BE ANYMORE HAPPY! #depressed,0
start being excited about what could go right. #life #happy #quotes #inspiration #motivation #love #win #sad #quote https://t.co/yUheMRi1yr,0
How can you support a corrupt woman who essentially invalidated every vote you received? How much money did it take? #sad @BernieSanders,0
If you ever wondered what #batshitcrazy smells like just get near @RealAlexJones #crazy #cologne #infowars #sad https://t.co/osv5ersate,0
.@KellyannePolls It's all about the 💲💲💲 for her. #sad #NeverTrump https://t.co/yznAnaZNAl,0
Educating the ignorant 1 person at a time. #sad @EYE_KILL_IT @cheyannebiancab @realDonaldTrump @KellyannePolls @CLewandowski_ @DailyNewsBin,0
"You are not ungrateful, weak or a bad mom for being #depressed during #pregnancy. https://t.co/auVjl30M2B @Bravotv #RHOC",0
"RT @DepressingVines: ""It just gets worse and worse"" - VM me if you need to talk, I'm always on. c: #depress... (Vine by ✞Catch Me✞) https:/…",0
Why do these idiots think that followers and tweet counts matter to anyone but themselves? #Sad #Triggered https://t.co/GcrP4kOmP7,0
"RT @yoonminet: this gif added 10 years to my lifespan thank you yoonmin, i am blessed, i'll never be #sad again, life is good https://t.co/e…",0
my SIX year old sister obtains a higher level of intellect/common sense than any and ALL trump supporters #sad https://t.co/suFz4XHseJ,0
These movies worth watching... #lovestory #somewheredowntheroad #mademecry #sad #merlystreep… https://t.co/S9HhmCiN6b,0
How we gonna live without this? #Sad #XFactor #xfactoruk2016 #UK https://t.co/KQULxiejPY,0
HAPPY 76TH BIRTHDAY JOHN LENNON #sad #beattlesfan,0
@emmastrohman so Google is your research tool? #sad,0
RT @KristaKaroFL: Incredible..my 1 tweet on this gained more attention in one morning than all of MSM put together. #SAD https://t.co/l2OaP…,0
WTF 😂😂😂😂 People get offended by anything #sad https://t.co/MzGw7uKLlv,0
Someone needs to tell @realDonaldTrump how stupid he looks in baseball caps #Sad https://t.co/CtsPwCsbew,0
RT @Bourdain: Stick to food! Looser! #SAD #MakeAmericaGreatAgain https://t.co/XR80Q5rZMN,0
Pretty sure it's impossible for me to be sad right now life is so gooood #life #sad,0
BEING OUR FASHION SUPPORTER YOU GET FREE ITALIAN #SHOES. #Surprising #freestuff #freebies #exclusive #Please #chancehttp://buff.ly/2d3P2UI pic.twitter.com/no5kdzBy6k,0
#Inspect #love & #sow #surprising #tabbed #data im 'Modern World:Entertainment -Fashion' daily http://paper.li/ModernWorldHub/1341053970?edition_id=d7c778e0-8d46-11e6-8981-0cc47a0d1605 … #jamesbond #indie,0
"@MGliksmanMDPhD  Mother lived to103.  (Yes, had one ... #surprising.)",0
The #surprising #secret to staying #focused all day @bizzwriter http://www.inc.com/peter-economy/the-surprising-secret-to-staying-focused-all-day.html … via @Inc #stayingfocused #inspiration #motivation,0
The #Power #Paradox: The #Surprising and Sobering #Science of How We Gain and Lose #Influence https://www.brainpickings.org/2016/09/28/power-paradox-dachter-keltner …pic.twitter.com/p7EL4Ql4RX,0
5 #surprising things you should know about #Generation Z @bizzwriter http://www.inc.com/peter-economy/5-surprising-things-you-should-know-about-generation-z.html … via @Inc #generationz #professionaldevelopment,0
"#Surprising #Newspaper #Endorsements and the #Presidential election05 :47 #Play september 30, 2016 #Share #Electionhttp://wbur.fm/2dxJjb6 ",0
8 Surprising Factors That Can Affect Your Home's Value. #tips #realestate #value #homevalue #surprising #homehttp://ow.ly/32BR304wTzM ,0
"Donald Trump Wins the 2015 ‘Lie Of The Year,’ #Surprising No One http://on.mtv.com/2cCaRPN  ##funny",0
"For when it all goes wrong...""Sometimes litigation may be the right option"" #surprising advice https://lnkd.in/draFeFG ",0
Be watching my Twitter from 9-10 pm #surprise #surprise,0
"Roses are red, violets are blue. I'm more attracted to your girlfriend than I am to you.#NationalComingOutDay #surprise",0
You would hold my hand and sing to me... #Comingsoon #surprise pic.twitter.com/UisNpktKBL,0
A great birthday celebration tonight for our shareholder Jim! #Surprise from everybody! pic.twitter.com/GdAIggf4AM,0
Need a spacious home in #Surprise AZ?  5 BR / 3 BA Remodeled... check it out... #Realtorhttp://mary.joshuasmithrealestategroup.com/details.php?mls=22&mlsid=5471467&ppc=FB&addht=5471467 …pic.twitter.com/luCJBsl7g0,0
"We've got new #meals headed your way (but we can't tell you yet - it's a #surprise)! In the meantime, let us (cont) http://tl.gd/n_1sp5kmd ",0
Love my #hairdo for last night #surprise #birthdayparty for Mr. #laksamanasukardi in #bimasena… https://www.instagram.com/p/BLCyNhLhdaU/ ,0
"A toast to my brother, the richest man in town. #HBDDB #Surprise https://www.instagram.com/p/BLCxMJRh9UW/ ",0
Awaiting the outcome of my first attempt at sponge cake... feeling nervous! #why #spongecake #baking #birthdaycake #surprise #pleasework,0
#Surprise the #children in your life this #halloween #Shopkins special edition #pumpkins in a #gift bucket http://www.ebay.com/itm/-/322280073881?ssPageName=STRK:MESE:IT …pic.twitter.com/4tcexo319b,0
Yay! Debbie's 60th birthday surprise was a hit! #surprise #pinotsbayshore #paintnite… https://www.instagram.com/p/BLCdf_jA5rM/ ,0
"Happy 70th birthday to my Dad, what a man... #dad #legend #70s #surprise #70stheme @ Achill,… https://www.instagram.com/p/BLCZfN_hH35/ ",0
At @TheKeg for @dderyaw #40thbirthday #surprise,0
Will have blog posts up tomorrow keep an eye out for them #blogger #blogs #beauty #skincare #fun #surprise #topics,0
#SURPRISE !!  AMAIZE now has #Stickers!!  You can purchase them from http://www.amaizemag.bigcartel.com  for only $2 !! (They are removable too!!) pic.twitter.com/ikDLr1piK5,0
We will have a little surprise tonight at 10! #metal #surprise,0
AVALON has a surprise for you all tomorrow. Be sure to check back   #cats #catlovers #ilovemycat #surprise pic.twitter.com/XjlQFwzs1E,0
More #racism from the @realDonaldTrump campaign. What a #surprise  #tcot #gophttps://twitter.com/capoliticos/status/782282695816585216 …,0
The cats out the bag! He finally knows we're going to Rome in the morning  #happybirthday #surprise @Kylehtattoo,0
I will have a #HappyOctober if and when @wikileaks drops a big #surprise to help #TrumpTrain derail #cryptkeeperHillary.,0
Lucky winner of our free bouquet competition! #surprised #winner #norwich #florist #buylocal #flowers #sunflowers #bloomspic.twitter.com/vJujmMsefv,0
"Had a chat with a friend earlier who said model trains just for old people.Showed him my follower figures: 60% <50, most 35-44 #surprised :)",0
"feeling #surprised  , look at @DOTA2 and #CSGO items  and prices of here : https://www.g2a.com/r/user-57ab386db6caa …",0
Hey there are still a few State fans in the stands.  #surprised,0
@deptulahasrage wait to give your thoughts on the FSU-NC game after 5pm Monday. I will be able to hear your thoughts! #Surprised,0
"General Grant is @ShilohNPS today. If you see him, ask him if he was surprised by the Confederate attack! #NPS100 #surprised pic.twitter.com/v0ZugTndeh",0
@UNolizer @JMemblatt So now we know how China plans to pull out their economy-by selling weapons to terrorists. #Surprised? I'm not.,0
Watch These Two Fans Be #Surprised by Their Favorite TV Show Host | Good News Network #Ellen http://buff.ly/2dd2aNC pic.twitter.com/LKKBQv4dbg,0
He's so special I had to step out of #comfortzone. #surprised the #birthdayboy with a cake and… https://www.instagram.com/p/BLBemFYAf5e/ ,0
"If I'm not a #priority in ur #life, u #certainly shouldn't be #surprised that ur not a priority in mine, I #give what I #get . point simple",0
"I am so down for whatever, but mostly I'm down for pizza.. - @GabbsFangman #surprised?",0
I am not #surprised that ex #PM of #finland #AlexanderStubb #goverment made a #decision to #give #russian #BUK info to #NATO coalition #mh17pic.twitter.com/gik1okLlEf,0
Hey hillary they fact checked your fatty and she turned out to be as dishonest as you #surprised ?,0
New #champayne #music coming so soon you may be #surprised get your  #vibe on people. #artist #unsigned #talent #singersongwriter #thursday,0
When he is #surprised!!! #GorillasInGroove #guitarist #mp… https://www.instagram.com/p/BK8bVaTg7RCAqQY3EfWDS6y2oa4D5_l59LDtNM0/ …,0
@united airlines thank you again for another 9hr delay. We are about to leave Taiwan 6:40pm instead of 9:30am. #surprised when on time.,0
You would be #surprised how easy it is to make amazing creations using a little mainland magic http://goo.gl/BYj4O?G0g ,0
Why am I not #Surprised https://twitter.com/thomas1774paine/status/781029985486245888 …,0
What a true great show #kurios #CirqueDuSoleil #amazing #astonished pic.twitter.com/Sn53dnJ0c2,0
Tell us about something (positive) that's astonished you since becoming a business owner. #Astonished pic.twitter.com/vLsT9X0bHI,0
I went to my first @nodoubt concert at 11 years old & here I am taking my 4 year old to her 1st @gwenstefani show. #fullcircle #incredible pic.twitter.com/TXrsvTp5bi,0
"Absolutely amazing night at @theCentre for Mamma Mia. Danced, Sang, Laughed. #incredible .Thanks again @justaddspice  Well Done All",0
Morning people!  Day 2 here games already underway @banbridgehc Good luck to everyone at home in their games #incredible holds,0
Latest article of Storm in the Horse & Hound.  The Sedbergh Team are so proud of you Storm #incredible achievements over the last few weeks pic.twitter.com/6hTNZHkgUL,0
The perfect way to end a night :) #donuts #incredible #downtown :) @ Birdies La https://www.instagram.com/p/BLDRd1rjCjF/ ,0
"Going to church doesn’t make you a Christian, anymore than standing in your garage makes you a car.HAPPY SUNDAY#OuttaMyLeague#Incredible",0
If you like #Facebook you'll #love this #incredible and #cool #bannerpic.twitter.com/zf2KPTG2mK,0
#FingersCrossed 4 @FordPerformance & their #incredible #67FordGT - powered by #CastrolEDGE technology - at @IMSA's #PetitLeMans 10-hrs race.pic.twitter.com/UwItXuMrmZ,0
#shock the world  go Bolts spank the Donkeys. No one beats us with these dope uniforms. Feel the color rush,0
i love the look on people's face when they hear the name Hunter and look up to see me. #shock,0
3-d-printed #Robots with #Shock #Absorbing #Skins #Mit #Csail 3-d-printed robots with shock absorbing #3d #Printing http://bit.ly/2dnmJ7C ,0
Entertainer gets paid for entertaining #shock! https://twitter.com/crowdiegal/status/782746863162109952 …,0
